gpu,backend,op,do_silu,M,N,K,shape,dtype,trials,warmup,iters,flops,latency_p50_ms,latency_p90_ms,latency_std_ms,jitter_p90_over_p50,gemm_equiv_tflops_p50,bytes_io,bandwidth_gbps_p50,ai_flops_per_byte,speedup_vs_cublas_p50
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,128,4096,11008,128x4096x11008,bfloat16,10,30,1000,11542724608.0,0.13237708282470703,0.13375180969238282,0.004262564959206174,1.010384930974013,87.1957922149169,94052352.0,710.4881750910282,122.72659176029963,0.6885619784393101
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,128,11008,4096,128x11008x4096,float16,10,30,1000,11542724608.0,0.13183692932128907,0.1349311538696289,0.005163148508351792,1.0234700896347422,87.55304501874558,105338368.0,799.0050173520686,109.57759102552262,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,128,11008,4096,128x11008x4096,float16,10,30,1000,11542724608.0,0.07738777542114259,0.07767367935180663,0.0003112182668818613,1.0036944327331825,149.1543663735615,94066176.0,1215.5172504713298,122.7085558150041,1.7035885655561926
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,128,11008,4096,128x11008x4096,bfloat16,10,30,1000,11542724608.0,0.09224703979492188,0.10423705520629882,0.005168510629295384,1.129977237622285,125.12840123283193,105338368.0,1141.9159707908457,109.57759102552262,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,128,11008,4096,128x11008x4096,bfloat16,10,30,1000,11542724608.0,0.07583232116699218,0.07758837738037108,0.00411402542741136,1.0231570943148616,152.2137847077302,94066176.0,1240.44964669952,122.7085558150041,1.2164607172155848
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,256,5120,5120,256x5120x5120,float16,10,30,1000,13421772800.0,0.09502720260620118,0.09695181045532227,0.005115573310541213,1.0202532306154142,141.24137543668087,68167680.0,717.3491182571292,196.89349556857442,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,256,5120,5120,256x5120x5120,float16,10,30,1000,13421772800.0,0.09025996780395508,0.09196461791992187,0.004180705417632032,1.0188860040330316,148.70128060705864,57681920.0,639.0642651821603,232.68595774897923,1.0528167128599086
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,256,5120,5120,256x5120x5120,bfloat16,10,30,1000,13421772800.0,0.09365299224853516,0.09823590164184569,0.005679280031916543,1.048935002323775,143.3138704674963,68167680.0,727.8750882737143,196.89349556857442,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,256,5120,5120,256x5120x5120,bfloat16,10,30,1000,13421772800.0,0.08861695861816407,0.09064048767089843,0.0056517129667698895,1.0228345576770854,151.45828754778435,57681920.0,650.9128828099588,232.68595774897923,1.0568292312092376
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,128,8192,8192,128x8192x8192,float16,10,30,1000,17179869184.0,0.12799231719970705,0.12904858245849607,0.0023586796189850007,1.0082525676688932,134.22578448356526,146817024.0,1147.076849705914,117.01551166164491,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,128,8192,8192,128x8192x8192,float16,10,30,1000,17179869184.0,0.1368381423950195,0.13806325073242187,0.002291599081360898,1.0089529740462697,125.54883370460963,138428416.0,1011.6215667440862,124.10652148183217,0.9353555591994471
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,128,8192,8192,128x8192x8192,bfloat16,10,30,1000,17179869184.0,0.1265131492614746,0.12714332199096678,0.0017861076627115656,1.0049810848371954,135.79512710171355,146817024.0,1160.4882564148472,117.01551166164491,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,128,8192,8192,128x8192x8192,bfloat16,10,30,1000,17179869184.0,0.13430732727050781,0.134449658203125,0.0003792583170626112,1.0010597406374597,127.91460848147247,138428416.0,1030.6840200996025,124.10652148183217,0.9419675890553985
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,512,4096,4096,512x4096x4096,float16,10,30,1000,17179869184.0,0.11729714965820312,0.11756082992553711,0.00016241452290850344,1.0022479682422152,146.46450688751696,58728448.0,500.68094724493466,292.53061793834564,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,512,4096,4096,512x4096x4096,float16,10,30,1000,17179869184.0,0.13507942199707032,0.1354489791870117,0.00028214575345040767,1.002735851134671,127.18346680793917,41951232.0,310.56715656445334,409.52001562194886,0.8683569112454977
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,512,4096,4096,512x4096x4096,bfloat16,10,30,1000,17179869184.0,0.12237516784667968,0.12246753158569336,0.0003303731666014673,1.0007547588341565,140.38688964679633,58728448.0,479.9049434079566,292.53061793834564,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,512,4096,4096,512x4096x4096,bfloat16,10,30,1000,17179869184.0,0.13000191497802735,0.13031209411621095,0.0002650564368069776,1.0023859582240464,132.1508932149477,41951232.0,322.6970310944305,409.52001562194886,0.9413335785658486
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,128,16384,4096,128x16384x4096,float16,10,30,1000,17179869184.0,0.14508953094482424,0.14560993194580077,0.00146294215361299,1.0035867577597617,118.40874439475094,156270592.0,1077.0631828662247,109.93667435521074,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,128,16384,4096,128x16384x4096,float16,10,30,1000,17179869184.0,0.14906214141845703,0.14969487762451172,0.0005779001115397966,1.0042447814048132,115.25306842179022,139493376.0,935.8068700247974,123.159032182288,0.973349299588548
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,128,16384,4096,128x16384x4096,bfloat16,10,30,1000,17179869184.0,0.13827687072753908,0.14116761627197263,0.0052029111574749196,1.0209054885985198,124.2425366846147,156270592.0,1130.128207109313,109.93667435521074,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,128,16384,4096,128x16384x4096,bfloat16,10,30,1000,17179869184.0,0.14576025390625,0.1461084228515625,0.0002957936507055073,1.0023886411829142,117.86388074659736,139493376.0,957.0055777325915,123.159032182288,0.948659645011842
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,128,4096,16384,128x4096x16384,float16,10,30,1000,17179869184.0,0.13519564819335939,0.1371587600708008,0.004555138981887822,1.0145205256506018,127.07412859494579,143663104.0,1062.6311269615003,119.58442150880994,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,128,4096,16384,128x4096x16384,float16,10,30,1000,17179869184.0,0.1961492462158203,0.19671675262451171,0.0003374591812221053,1.0028932377750104,87.58570076327098,139468800.0,711.0340859864657,123.1807342143906,0.6892488796240669
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,128,4096,16384,128x4096x16384,bfloat16,10,30,1000,17179869184.0,0.11864064025878907,0.11942727966308594,0.0022983405453892705,1.0066304379560074,144.80593788541438,143663104.0,1210.9097159845883,119.58442150880994,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,128,4096,16384,128x4096x16384,bfloat16,10,30,1000,17179869184.0,0.19559731292724608,0.1975393325805664,0.0041830528656361474,1.0099286622308696,87.83284865672047,139468800.0,713.0404703048066,123.1807342143906,0.6065555731990979
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,128,13824,5120,128x13824x5120,float16,10,30,1000,18119393280.0,0.13699481201171876,0.13767710113525392,0.0008959657041773312,1.0049804011810082,132.26335372795023,160590848.0,1172.2403618194155,112.82955103394185,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,128,13824,5120,128x13824x5120,float16,10,30,1000,18119393280.0,0.10551346969604491,0.10579885787963868,0.00031624130172434005,1.0027047559369993,171.72587852713926,146435072.0,1387.8329697794877,123.73670482437431,1.298363255481626
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,128,13824,5120,128x13824x5120,bfloat16,10,30,1000,18119393280.0,0.13834700775146486,0.13945405578613282,0.0017752282457032757,1.0080019658730657,130.97061927461996,160590848.0,1160.7829515799529,112.82955103394185,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,128,13824,5120,128x13824x5120,bfloat16,10,30,1000,18119393280.0,0.10364672088623048,0.10469549865722656,0.00122856576350092,1.010118774255746,174.81877984243275,146435072.0,1412.828797167031,123.73670482437431,1.334793870645688
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,128,5120,13824,128x5120x13824,float16,10,30,1000,18119393280.0,0.1390448684692383,0.13983253021240233,0.002210991056900123,1.0056648026772617,130.31328289550402,151660544.0,1090.7309681374738,119.47335016812283,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,128,5120,13824,128x5120x13824,float16,10,30,1000,18119393280.0,0.1692600326538086,0.17119303283691406,0.00495463350836476,1.0114202990085621,107.05063088969153,146417664.0,865.0457033732906,123.75141622256724,0.8214867165577708
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,128,5120,13824,128x5120x13824,bfloat16,10,30,1000,18119393280.0,0.12451686477661134,0.12564019241333008,0.0033010486838658767,1.0090214898900165,145.51758360208456,151660544.0,1217.9919906599446,119.47335016812283,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,128,5120,13824,128x5120x13824,bfloat16,10,30,1000,18119393280.0,0.16753766632080078,0.16798463592529297,0.0008798372283933126,1.0026678753160876,108.15116193217723,146417664.0,873.9387817402194,123.75141622256724,0.7432171374417184
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,256,11008,4096,256x11008x4096,float16,10,30,1000,23085449216.0,0.1546414031982422,0.15694623413085937,0.005001302239595731,1.0149043586319666,149.2837541470421,120477184.0,779.0745654677909,191.61677298167925,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,256,11008,4096,256x11008x4096,float16,10,30,1000,23085449216.0,0.14942105102539063,0.1502872543334961,0.0006107626612699297,1.0057970634134963,154.49930955228768,97932800.0,655.415012328876,235.7274500065351,1.0349371935013663
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,256,11008,4096,256x11008x4096,bfloat16,10,30,1000,23085449216.0,0.14573311614990234,0.14868889160156248,0.007898645607975475,1.020282112465226,158.40908247823447,120477184.0,826.6973710771142,191.61677298167925,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,256,11008,4096,256x11008x4096,bfloat16,10,30,1000,23085449216.0,0.14601676177978515,0.14695260620117187,0.0029211479218118814,1.0064091574828793,158.1013640804901,97932800.0,670.69560238363,235.7274500065351,0.9980574447315125
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,256,4096,11008,256x4096x11008,float16,10,30,1000,23085449216.0,0.1380843505859375,0.14067569274902342,0.007231089128136237,1.018766371077461,167.18367518144393,106307584.0,769.8742366452232,217.15712414271403,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,256,4096,11008,256x4096x11008,float16,10,30,1000,23085449216.0,0.1788369903564453,0.18107104797363283,0.004226676238528358,1.0124921450128117,129.08654507094818,97918976.0,547.5320055701832,235.76072952396888,0.7721241020144517
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,256,4096,11008,256x4096x11008,bfloat16,10,30,1000,23085449216.0,0.1366614990234375,0.139389241027832,0.007741457314295806,1.0199598425590715,168.92430846262585,106307584.0,777.889784318612,217.15712414271403,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,256,4096,11008,256x4096x11008,bfloat16,10,30,1000,23085449216.0,0.17748326873779297,0.17938053436279297,0.004107171599721659,1.010689828052485,130.07112940941812,97918976.0,551.7082071812739,235.76072952396888,0.7699965185188019
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,128,5120,20480,128x5120x20480,float16,10,30,1000,26843545600.0,0.17982003021240234,0.18056099548339843,0.0013373689973811954,1.004120593629758,149.28006389662244,221521920.0,1231.909035597089,121.17783016687468,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,128,5120,20480,128x5120x20480,float16,10,30,1000,26843545600.0,0.25001983642578124,0.2510671844482422,0.0022907420488299615,1.0041890597059562,107.36566339594636,216279040.0,865.0475221961148,124.11533544813219,0.7192230535907185
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,128,5120,20480,128x5120x20480,bfloat16,10,30,1000,26843545600.0,0.17661952209472656,0.1781206039428711,0.004114078570908179,1.0084989577049102,151.98515589688307,221521920.0,1254.2323598927578,121.17783016687468,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,128,5120,20480,128x5120x20480,bfloat16,10,30,1000,26843545600.0,0.245697021484375,0.24596930847167967,0.0009322079270112488,1.0011082225810457,109.2546642927338,216279040.0,880.2672441584896,124.11533544813219,0.7188508880884362
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,512,5120,5120,512x5120x5120,float16,10,30,1000,26843545600.0,0.23507763671875,0.23814052276611328,0.003340587939440042,1.0130292531868004,114.19012873655853,83896320.0,356.88771237893064,319.96094226778956,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,512,5120,5120,512x5120x5120,float16,10,30,1000,26843545600.0,0.18162483215332031,0.1821846481323242,0.0009645242026265642,1.0030822656371752,147.7966712026457,62924800.0,346.4548280869514,426.5972335231896,1.2943033941543136
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,512,5120,5120,512x5120x5120,bfloat16,10,30,1000,26843545600.0,0.16769331359863282,0.1704531997680664,0.006473931093005505,1.0164579380668644,160.07522914270118,83896320.0,500.29615492483174,319.96094226778956,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,512,5120,5120,512x5120x5120,bfloat16,10,30,1000,26843545600.0,0.17940633392333985,0.18042112274169922,0.0006745411282493056,1.0056563711891744,149.62429147830545,62924800.0,350.7390102898357,426.5972335231896,0.9347123366908997
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,128,20480,5120,128x20480x5120,float16,10,30,1000,26843545600.0,0.1877263412475586,0.18937518157958982,0.0036268591560865977,1.0087832124201306,142.99296210434775,237281280.0,1263.9743491676124,113.12963921974797,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,128,20480,5120,128x20480x5120,float16,10,30,1000,26843545600.0,0.1993717727661133,0.2007276580810547,0.0008551216717970474,1.0068007887783192,134.64065262383286,216309760.0,1084.9567970374471,124.09770876727893,0.9415893666541444
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,128,20480,5120,128x20480x5120,bfloat16,10,30,1000,26843545600.0,0.18657331085205078,0.18826895904541013,0.004264777716506071,1.0090883748892894,143.87666423139393,237281280.0,1271.7857603339617,113.12963921974797,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,128,20480,5120,128x20480x5120,bfloat16,10,30,1000,26843545600.0,0.19535411071777345,0.19616941833496093,0.0009559493496201887,1.0041734858518814,137.40967876934343,216309760.0,1107.270070771641,124.09770876727893,0.9550518807438446
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,256,16384,4096,256x16384x4096,float16,10,30,1000,34359738368.0,0.2238402557373047,0.22563122558593748,0.003843301115514417,1.008001107051694,153.50115757696432,178290688.0,796.5085967791202,192.7175151626539,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,256,16384,4096,256x16384x4096,float16,10,30,1000,34359738368.0,0.22343321228027344,0.22395268707275393,0.0006645854806529801,1.002324966763799,153.7808010605842,144736256.0,647.7830870481492,237.39551731944758,1.0018217679138977
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,256,16384,4096,256x16384x4096,bfloat16,10,30,1000,34359738368.0,0.26222283935546875,0.26507846984863276,0.007786979197211574,1.0108900906579419,131.03259217410124,178290688.0,679.9205150788163,192.7175151626539,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,256,16384,4096,256x16384x4096,bfloat16,10,30,1000,34359738368.0,0.2149493713378906,0.21569700164794922,0.0003805650406800417,1.0034781693261312,159.85037850605323,144736256.0,673.3504503834124,237.39551731944758,1.2199283846393132
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,1024,4096,4096,1024x4096x4096,float16,10,30,1000,34359738368.0,0.2514995193481445,0.25453424530029295,0.007312859206840729,1.0120665278407452,136.61949914280618,83894272.0,333.5762717059799,409.56000390586854,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,1024,4096,4096,1024x4096x4096,float16,10,30,1000,34359738368.0,0.2248862762451172,0.22521825408935547,0.0008440817036781135,1.0014762032160487,152.7871728844371,50339840.0,223.8457625806012,682.5555736371033,1.1183408945507192
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,1024,4096,4096,1024x4096x4096,bfloat16,10,30,1000,34359738368.0,0.25670196533203127,0.25933546142578123,0.006671612211781544,1.010258963504014,133.85070240330018,83894272.0,326.81585390858584,409.56000390586854,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,1024,4096,4096,1024x4096x4096,bfloat16,10,30,1000,34359738368.0,0.22010982513427735,0.22087752380371092,0.0008452025443960547,1.0034877982796326,156.10270167194463,50339840.0,228.7032846865892,682.5555736371033,1.1662449196687654
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,256,4096,16384,256x4096x16384,float16,10,30,1000,34359738368.0,0.18755379486083984,0.18903419189453124,0.002031064968731899,1.0078931862444576,183.19937697605135,153100288.0,816.3006678355749,224.4263470490663,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,256,4096,16384,256x4096x16384,float16,10,30,1000,34359738368.0,0.26134783935546874,0.2616200256347656,0.0003976473258133373,1.0010414713202456,131.47129301982125,144711680.0,553.7129381168228,237.43583356920465,0.7176405028768617
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,256,4096,16384,256x4096x16384,bfloat16,10,30,1000,34359738368.0,0.1836615676879883,0.1866645538330078,0.00879509651873737,1.0163506507258018,187.08180922408172,153100288.0,833.6000281784209,224.4263470490663,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,256,4096,16384,256x4096x16384,bfloat16,10,30,1000,34359738368.0,0.259758071899414,0.26116536560058595,0.0034722675054539424,1.0054177092202812,132.27592165569007,144711680.0,557.101763736669,237.43583356920465,0.7070485484628461
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,256,8192,8192,256x8192x8192,float16,10,30,1000,34359738368.0,0.20098098754882812,0.20379996643066406,0.007373810262149506,1.0140260972752513,170.9601429819442,159399936.0,793.1095271450686,215.55678898139584,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,256,8192,8192,256x8192x8192,float16,10,30,1000,34359738368.0,0.26810675048828125,0.2698672180175781,0.0011242988958010927,1.00656629318766,128.1569311679895,142622720.0,531.9624356352562,240.91349798966112,0.7496304631748273
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,256,8192,8192,256x8192x8192,bfloat16,10,30,1000,34359738368.0,0.19881062316894532,0.20249630432128904,0.007683352603264423,1.0185386529834057,172.8264708410565,159399936.0,801.7676996291345,215.55678898139584,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,256,8192,8192,256x8192x8192,bfloat16,10,30,1000,34359738368.0,0.26254797363281246,0.2644284454345703,0.0013130178987671203,1.0071623931266283,130.8703239738348,142622720.0,543.2253695450935,240.91349798966112,0.7572354127059184
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,256,5120,13824,256x5120x13824,float16,10,30,1000,36238786560.0,0.20364492797851563,0.20613284149169922,0.004338552595466246,1.0122169186234093,177.9508427719013,161753088.0,794.2897945244421,224.037679948342,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,256,5120,13824,256x5120x13824,float16,10,30,1000,36238786560.0,0.23247462463378907,0.2335321075439453,0.0008919937990304688,1.0045488100553859,155.88276190180312,151267328.0,650.6831798880729,239.56783688279336,0.8759877698450398
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,256,5120,13824,256x5120x13824,bfloat16,10,30,1000,36238786560.0,0.21858866882324218,0.22186178283691405,0.009355348219412548,1.0149738503431696,165.78529324090374,161753088.0,739.9884397978503,224.037679948342,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,256,5120,13824,256x5120x13824,bfloat16,10,30,1000,36238786560.0,0.22760192108154298,0.22884700012207032,0.001613981517286875,1.0054704241274013,159.22003816047197,151267328.0,664.6135818238786,239.56783688279336,0.9603990501685106
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,256,13824,5120,256x13824x5120,float16,10,30,1000,36238786560.0,0.19303577423095702,0.19541862030029297,0.001834188589064498,1.012344064610972,187.73093590746666,179596288.0,930.3782613119297,201.77915124838214,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,256,13824,5120,256x13824x5120,float16,10,30,1000,36238786560.0,0.19675135803222654,0.19748833618164063,0.0010296723379613765,1.0037457334820195,184.185699770694,151284736.0,768.9133000811136,239.54027034161595,0.9811153333911884
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,256,13824,5120,256x13824x5120,bfloat16,10,30,1000,36238786560.0,0.18980147552490234,0.1916575698852539,0.0025293555400186735,1.0097791355689858,190.9299517286703,179596288.0,946.2323066947738,201.77915124838214,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,256,13824,5120,256x13824x5120,bfloat16,10,30,1000,36238786560.0,0.1932968978881836,0.19407256927490232,0.0009581460406605482,1.0040128496380083,187.47733127596823,151284736.0,782.6547536604215,239.54027034161595,0.9819168212140514
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,512,4096,11008,512x4096x11008,float16,10,30,1000,46170898432.0,0.24347801971435548,0.2462903350830078,0.0033662552918173458,1.0115505924187804,189.630663524235,122429440.0,502.83569803809087,377.1225158916025,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,512,4096,11008,512x4096x11008,float16,10,30,1000,46170898432.0,0.33763739013671873,0.3380962371826172,0.0008575920110274152,1.0013589935809915,136.7469947961158,105652224.0,312.9162441316659,437.00829650306275,0.7211227986798633
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,512,4096,11008,512x4096x11008,bfloat16,10,30,1000,46170898432.0,0.24579328155517577,0.24921507873535154,0.007881097957665787,1.0139214430863426,187.84442821166184,122429440.0,498.0992125796448,377.1225158916025,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+silu,1,512,4096,11008,512x4096x11008,bfloat16,10,30,1000,46170898432.0,0.32838604736328125,0.3294165008544922,0.0013831404387401251,1.0031379332328056,140.59945239062745,105652224.0,321.7317692037045,437.00829650306275,0.7484888092193023
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+silu,1,512,11008,4096,512x11008x4096,float16,10,30,1000,46170898432.0,0.28769381713867187,0.29136856079101564,0.003406659616379172,1.01277310610597,160.48623808187395,150754816.0,524.011316959705,306.2648322425733,
