gpu,backend,op,epilogue,M,N,K,shape,dtype,trials,warmup,iters,flops,latency_p50_ms,latency_p90_ms,latency_std_ms,jitter_p90_over_p50,gemm_equiv_tflops_p50,bytes_io,bandwidth_gbps_p50,ai_flops_per_byte,speedup_vs_cublas_p50
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,128,13824,5120,128x13824x5120,float16,10,30,1000,18119393280.0,0.1391272964477539,0.14150297241210938,0.0017938734764660392,1.017075556163399,130.23607690676525,160590848.0,1154.272756678674,112.82955103394185,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,128,13824,5120,128x13824x5120,float16,10,30,1000,18119393280.0,0.10414694213867187,0.10467983245849609,0.0016024610711359794,1.0051167159484593,173.979119385704,146435072.0,1406.0429331186833,123.73670482437431,1.335875001135469
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,128,13824,5120,128x13824x5120,bfloat16,10,30,1000,18119393280.0,0.14283161163330077,0.1438556121826172,0.0017160365505895442,1.007169285129579,126.85842491589949,160590848.0,1124.336875875163,112.82955103394185,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,128,13824,5120,128x13824x5120,bfloat16,10,30,1000,18119393280.0,0.10277632141113281,0.10357381286621094,0.0017864594865648154,1.0077594862720174,176.2992976516213,146435072.0,1424.793862919266,123.73670482437431,1.3897326706405075
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,128,5120,13824,128x5120x13824,float16,10,30,1000,18119393280.0,0.13994240570068361,0.14083349151611327,0.0023866424137583176,1.0063675182012775,129.47750318623747,151660544.0,1083.7354355932666,119.47335016812283,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,128,5120,13824,128x5120x13824,float16,10,30,1000,18119393280.0,0.16765029907226564,0.17060464324951172,0.008136495521644749,1.0176220632685695,108.07850257511106,146417664.0,873.351642139849,123.75141622256724,0.8347280408987607
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,128,5120,13824,128x5120x13824,bfloat16,10,30,1000,18119393280.0,0.12728064346313478,0.1290064926147461,0.004888079220586381,1.013559399957867,142.3578070238783,151660544.0,1191.5444475571537,119.47335016812283,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,128,5120,13824,128x5120x13824,bfloat16,10,30,1000,18119393280.0,0.1655331802368164,0.16862586517333983,0.006752253559618241,1.0186831723531133,109.4607936250478,146417664.0,884.5215429953728,123.75141622256724,0.7689131766878612
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,256,11008,4096,256x11008x4096,float16,10,30,1000,23085449216.0,0.15511705780029295,0.158335693359375,0.006781046143560259,1.0207497202740006,148.825986924801,120477184.0,776.6855928579408,191.61677298167925,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,256,11008,4096,256x11008x4096,float16,10,30,1000,23085449216.0,0.14745446777343751,0.1501437942504883,0.005363594804747483,1.0182383519310036,156.55984904757574,97932800.0,664.1562068534463,235.7274500065351,1.0519658043771785
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,256,11008,4096,256x11008x4096,bfloat16,10,30,1000,23085449216.0,0.14644889831542968,0.1478892547607422,0.0042496118667102335,1.0098352152995387,157.63484383663504,120477184.0,822.6568133036388,191.61677298167925,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,256,11008,4096,256x11008x4096,bfloat16,10,30,1000,23085449216.0,0.1448990707397461,0.14503997039794922,0.000379149897773547,1.0009723986322603,159.32089210885198,97932800.0,675.8690687250684,235.7274500065351,1.010695911076388
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,256,4096,11008,256x4096x11008,float16,10,30,1000,23085449216.0,0.13788364410400392,0.14073220977783205,0.007506850413998497,1.0206591992280063,167.42703143664332,106307584.0,770.9948826114104,217.15712414271403,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,256,4096,11008,256x4096x11008,float16,10,30,1000,23085449216.0,0.1775278091430664,0.17857289581298827,0.0009630625417103329,1.0058868899186362,130.03849553168237,97918976.0,551.5697877006352,235.76072952396888,0.7766875779607353
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,256,4096,11008,256x4096x11008,bfloat16,10,30,1000,23085449216.0,0.13627238464355468,0.1384810531616211,0.005391080021179545,1.0162077483552048,169.40665767597895,106307584.0,780.110983440019,217.15712414271403,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,256,4096,11008,256x4096x11008,bfloat16,10,30,1000,23085449216.0,0.17651507568359376,0.17719848327636717,0.0003703179832492978,1.0038716669957326,130.78457534913935,97918976.0,554.7343512772893,235.76072952396888,0.7720155579675541
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,128,5120,20480,128x5120x20480,float16,10,30,1000,26843545600.0,0.18177024078369142,0.18219980926513674,0.0007722322797665347,1.0023632497794648,147.67844001452423,221521920.0,1218.6918994271098,121.17783016687468,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,128,5120,20480,128x5120x20480,float16,10,30,1000,26843545600.0,0.24747366333007814,0.2480760787963867,0.0008353863611968888,1.0024342609156962,108.47031251239174,216279040.0,873.9477045342355,124.11533544813219,0.7345033743701765
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,128,5120,20480,128x5120x20480,bfloat16,10,30,1000,26843545600.0,0.17705625915527343,0.1799367736816406,0.007054685005621087,1.0162689223194366,151.61026064861653,221521920.0,1251.1385988660893,121.17783016687468,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,128,5120,20480,128x5120x20480,bfloat16,10,30,1000,26843545600.0,0.24313804626464844,0.24442132263183594,0.0010287294434366634,1.0052779743314655,110.4045459458106,216279040.0,889.5318660436499,124.11533544813219,0.7282128892429819
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,512,5120,5120,512x5120x5120,float16,10,30,1000,26843545600.0,0.23642931365966796,0.2398957580566406,0.009748799816412218,1.0146616523277756,113.53729867287261,83896320.0,354.84736939500624,319.96094226778956,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,512,5120,5120,512x5120x5120,float16,10,30,1000,26843545600.0,0.17915801239013673,0.17950433044433595,0.00023246011322066852,1.0019330313480206,149.83167786850169,62924800.0,351.2251512534877,426.5972335231896,1.3196692154901593
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,512,5120,5120,512x5120x5120,bfloat16,10,30,1000,26843545600.0,0.16760218048095704,0.1693609924316406,0.004696723387304365,1.0104939681908458,160.1622695060937,83896320.0,500.568189263697,319.96094226778956,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,512,5120,5120,512x5120x5120,bfloat16,10,30,1000,26843545600.0,0.17735629272460937,0.17853624420166014,0.0008043747885394379,1.0066530003470637,151.35378163142715,62924800.0,354.7931625843505,426.5972335231896,0.9450027281591973
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,128,20480,5120,128x20480x5120,float16,10,30,1000,26843545600.0,0.19098726654052733,0.1923283935546875,0.003790215652243701,1.0070220755469872,140.5514937526153,237281280.0,1242.393193525544,113.12963921974797,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,128,20480,5120,128x20480x5120,float16,10,30,1000,26843545600.0,0.19772211456298827,0.19879966430664062,0.0009047327597103582,1.0054498190353365,135.7640022176096,216309760.0,1094.0089351061956,124.09770876727893,0.9659378110670801
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,128,20480,5120,128x20480x5120,bfloat16,10,30,1000,26843545600.0,0.19001856231689454,0.19064433135986328,0.0013008899845894063,1.0032931995450274,141.26801756995158,237281280.0,1248.7268459819481,113.12963921974797,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,128,20480,5120,128x20480x5120,bfloat16,10,30,1000,26843545600.0,0.19351244354248048,0.19507312774658203,0.0010263197747317496,1.00806503279857,138.71741325051906,216309760.0,1117.8080129638536,124.09770876727893,0.9819449273564728
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,256,16384,4096,256x16384x4096,float16,10,30,1000,34359738368.0,0.22436659240722656,0.22725160522460935,0.008335458544308913,1.0128584776656342,153.141062576896,178290688.0,794.6400847252761,192.7175151626539,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,256,16384,4096,256x16384x4096,float16,10,30,1000,34359738368.0,0.2211292190551758,0.22195057067871093,0.0008301163532844556,1.0037143513961861,155.38307653239897,144736256.0,654.53247932778,237.39551731944758,1.0146401880578386
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,256,16384,4096,256x16384x4096,bfloat16,10,30,1000,34359738368.0,0.2635658264160156,0.26559445800781245,0.005615874332795452,1.0076968688216614,130.36492186876367,178290688.0,676.4560126189641,192.7175151626539,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,256,16384,4096,256x16384x4096,bfloat16,10,30,1000,34359738368.0,0.21300224304199217,0.213220458984375,0.0006612550621430725,1.0010244772039316,161.3116269448213,144736256.0,679.5057832863577,237.39551731944758,1.2373852155352896
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,1024,4096,4096,1024x4096x4096,float16,10,30,1000,34359738368.0,0.2518312911987305,0.25410365447998046,0.004285948985128206,1.0090233555585304,136.4395115652459,83894272.0,333.13680599681936,409.56000390586854,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,1024,4096,4096,1024x4096x4096,float16,10,30,1000,34359738368.0,0.221673469543457,0.22228890075683594,0.00043887483039059175,1.0027762962101257,155.00158155490993,50339840.0,227.09005323765794,682.5555736371033,1.136046148045521
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,1024,4096,4096,1024x4096x4096,bfloat16,10,30,1000,34359738368.0,0.2583342132568359,0.2638882690429687,0.01145391873283609,1.0214994975543983,133.00498580820783,83894272.0,324.75091449304966,409.56000390586854,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,1024,4096,4096,1024x4096x4096,bfloat16,10,30,1000,34359738368.0,0.2178508834838867,0.21839708099365232,0.0005935791466872205,1.0025072081463742,157.72136343225532,50339840.0,231.07475716858121,682.5555736371033,1.185830459466296
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,256,4096,16384,256x4096x16384,float16,10,30,1000,34359738368.0,0.18708684539794923,0.19056599121093748,0.00781676703846457,1.0185964213870184,183.65662371886162,153100288.0,818.3380700783264,224.4263470490663,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,256,4096,16384,256x4096x16384,float16,10,30,1000,34359738368.0,0.2604723205566406,0.26099241638183596,0.000472956319460239,1.001996741243307,131.91320403861627,144711680.0,555.5741189341919,237.43583356920465,0.7182599863130814
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,256,4096,16384,256x4096x16384,bfloat16,10,30,1000,34359738368.0,0.18316543579101563,0.18580889282226562,0.0066653026244196025,1.01443207349593,187.58854922389983,153100288.0,835.8579627145443,224.4263470490663,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,256,4096,16384,256x4096x16384,bfloat16,10,30,1000,34359738368.0,0.2587335662841797,0.25934857482910156,0.0005338906490839619,1.002376995585669,132.7996937601093,144711680.0,559.3077159577203,237.43583356920465,0.7079307042435927
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,256,8192,8192,256x8192x8192,float16,10,30,1000,34359738368.0,0.20186368560791015,0.20506019287109375,0.0069712329327152244,1.015834979201719,170.2125781788143,159399936.0,789.6414628513738,215.55678898139584,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,256,8192,8192,256x8192x8192,float16,10,30,1000,34359738368.0,0.2569953308105469,0.25865831298828124,0.0011369093854495538,1.0064708653363057,133.6979090617389,142622720.0,554.9623004829584,240.91349798966112,0.7854760822745105
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,256,8192,8192,256x8192x8192,bfloat16,10,30,1000,34359738368.0,0.1990466537475586,0.20075867767333985,0.002031105612145353,1.0086011188510235,172.62153229451837,159399936.0,800.8169592348905,215.55678898139584,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,256,8192,8192,256x8192x8192,bfloat16,10,30,1000,34359738368.0,0.26025932312011724,0.26137190856933595,0.0008815137300095726,1.0042749110229001,132.02116241631037,142622720.0,548.0023473901662,240.91349798966112,0.7648012427039657
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,256,5120,13824,256x5120x13824,float16,10,30,1000,36238786560.0,0.20199219512939454,0.20490291137695313,0.00627975027246815,1.0144100431489147,179.40686538302003,161753088.0,800.7888022424942,224.037679948342,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,256,5120,13824,256x5120x13824,float16,10,30,1000,36238786560.0,0.23049062347412108,0.23239331665039065,0.0021083862435949145,1.008254969974877,157.22455869910388,151267328.0,656.2840853132749,239.56783688279336,0.8763575371736271
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,256,5120,13824,256x5120x13824,bfloat16,10,30,1000,36238786560.0,0.2185164794921875,0.22194708404541016,0.007627222516244778,1.0156995232633945,165.84006224251672,161753088.0,740.2329031471655,224.037679948342,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,256,5120,13824,256x5120x13824,bfloat16,10,30,1000,36238786560.0,0.22521753692626956,0.2260680709838867,0.0015064410235505214,1.0037765001306074,160.90570501116727,151267328.0,671.6498637915619,239.56783688279336,0.9702462893185986
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,256,13824,5120,256x13824x5120,float16,10,30,1000,36238786560.0,0.1928678436279297,0.1967867965698242,0.005526285779761315,1.0203193693058277,187.89439378971812,179596288.0,931.1883444213103,201.77915124838214,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,256,13824,5120,256x13824x5120,float16,10,30,1000,36238786560.0,0.1937607650756836,0.19408936920166014,0.0004476310159207413,1.0016959270668042,187.02850675597307,151284736.0,780.7810623626908,239.54027034161595,0.9953916292217099
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,256,13824,5120,256x13824x5120,bfloat16,10,30,1000,36238786560.0,0.19010816192626953,0.1918926803588867,0.0024446879535819,1.009386858589003,190.62193959907225,179596288.0,944.7058252535921,201.77915124838214,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,256,13824,5120,256x13824x5120,bfloat16,10,30,1000,36238786560.0,0.19048089599609375,0.19177225646972657,0.0010536228035796095,1.0067794750065608,190.2489295343464,151284736.0,794.225243475873,239.54027034161595,0.9980431944743064
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,512,4096,11008,512x4096x11008,float16,10,30,1000,46170898432.0,0.24194099426269533,0.2450334671020508,0.004237987115972455,1.0127819299444463,190.83536699807243,122429440.0,506.03015984578553,377.1225158916025,
NVIDIA A100-SXM4-80GB,Triton,linear+bias+gelu,gelu,512,4096,11008,512x4096x11008,float16,10,30,1000,46170898432.0,0.33438003540039063,0.33542799682617186,0.0010750447182516732,1.0031340430493298,138.07911221946733,105652224.0,315.96450988316565,437.00829650306275,0.723550955944461
NVIDIA A100-SXM4-80GB,cuBLAS,linear+bias+gelu,gelu,512,4096,11008,512x4096x11008,bfloat16,10,30,1000,46170898432.0,0.24473804473876953,0.24663726654052734,0.0026729005581311856,1.007760222991832,188.65435687076058,122429440.0,500.24686652489896,377.1225158916025,
